id_pedido;produto;categoria;fornecedor;status;custo_unitario;quantidade;lead_time_dias;custo_frete
PED-240;Circuito Impresso;Eletrônicos;Nordeste Distribuidora;Entregue;USD 465,59;148 unidades;19;R$ 709,44
PED-241;Motor de Passo;Mecânica;Nordeste Distribuidora;Em trânsito;USD 184,83;357 unidades;23;R$ 487,31
PED-242;Caixa Papelão;Embalagens;LogTech Brasil;Atrasado;USD 173,69;495 unidades;4;R$ 424,43
PED-243;Válvula Hidráulica;Mecânica;Sudeste Express;Entregue;USD 134,13;472 unidades;17;R$ 562,26
PED-244;Polímero Industrial;Química;Global Shipping;Atrasado;USD 206,81;223 unidades;18;R$ 643,33
PED-245;Caixa Papelão;Embalagens;Nordeste Distribuidora;Atrasado;USD 197,24;401 unidades;23;R$ 543,94
PED-246;Cabo de Cobre;Metalurgia;Sul Metais;Em trânsito;USD 117,85;105 unidades;12;R$ 391,88
PED-247;Polímero Industrial;Química;Sul Metais;Atrasado;USD 98,75;431 unidades;12;R$ 433,95
PED-248;Sensor Prototipo;Eletrônicos;Indústrias Alfa;Em trânsito;USD 403,66;422 unidades;8;R$ 398,71
PED-249;Caixa Papelão;Embalagens;Global Shipping;Entregue;USD 160,85;49 unidades;26;R$ 646,42
PED-250;Polímero Industrial;Química;Delta Matérias-Primas;Em trânsito;USD 159,86;197 unidades;18;R$ 593,52
PED-251;Caixa Papelão;Embalagens;Global Shipping;Atrasado;USD 131,62;298 unidades;21;R$ 618,32
PED-252;Válvula Hidráulica;Mecânica;Delta Matérias-Primas;Entregue;USD 142,81;214 unidades;8;R$ 631,1
PED-253;Caixa Papelão;Embalagens;Nordeste Distribuidora;Em trânsito;USD 167,93;60 unidades;22;R$ 556,2
PED-254;Sensor Prototipo;Eletrônicos;Nordeste Distribuidora;Entregue;USD 490,46;20 unidades;21;R$ 590,23
PED-255;Polímero Industrial;Química;Sudeste Express;Atrasado;USD 181,62;375 unidades;13;R$ 538,45
PED-256;Motor de Passo;Mecânica;Delta Matérias-Primas;Entregue;USD 165,96;374 unidades;18;R$ 492,52
PED-257;Circuito Impresso;Eletrônicos;LogTech Brasil;Entregue;USD 395,64;103 unidades;4;R$ 402,66
PED-258;Chapa de Aço;Metalurgia;Norte Logística;Atrasado;USD 129,87;55 unidades;13;R$ 614,03
PED-259;Chapa de Aço;Metalurgia;Indústrias Alfa;Entregue;USD 170,19;161 unidades;9;R$ 579,65
PED-260;Cabo de Cobre;Metalurgia;Sul Metais;Atrasado;USD 111,64;12 unidades;12;R$ 568,43
PED-261;Chapa de Aço;Metalurgia;Global Shipping;Em trânsito;USD 140,39;286 unidades;21;R$ 674,37
PED-262;Circuito Impresso;Eletrônicos;Sul Metais;Entregue;USD 375,48;429 unidades;13;R$ 436,83
PED-263;Motor de Passo;Mecânica;Sul Metais;Em trânsito;USD 118,08;481 unidades;10;R$ 422,78
PED-264;Polímero Industrial;Química;Bahia Peças;Atrasado;USD 133,28;124 unidades;19;R$ 522,89
PED-265;Polímero Industrial;Química;LogTech Brasil;Entregue;USD 102,46;11 unidades;5;R$ 413,19
PED-266;Cabo de Cobre;Metalurgia;Global Shipping;Entregue;USD 193,52;423 unidades;30;R$ 585,18
PED-267;Sensor Prototipo;Eletrônicos;Sul Metais;Atrasado;USD 360,39;488 unidades;7;R$ 464,06
PED-268;Polímero Industrial;Química;Norte Logística;Entregue;USD 153,9;139 unidades;15;R$ 524,97
PED-269;Polímero Industrial;Química;Bahia Peças;Entregue;USD 134,95;62 unidades;16;R$ 542,84
PED-270;Polímero Industrial;Química;Norte Logística;Entregue;USD 178,75;59 unidades;10;R$ 612,95
PED-271;Caixa Papelão;Embalagens;Sudeste Express;Entregue;USD 164,38;15 unidades;16;R$ 537,67
PED-272;Sensor Prototipo;Eletrônicos;Sudeste Express;Entregue;USD 385,86;189 unidades;20;R$ 560,3
PED-273;Polímero Industrial;Química;LogTech Brasil;Em trânsito;USD 127,02;223 unidades;5;R$ 338,68
PED-274;Circuito Impresso;Eletrônicos;Sul Metais;Entregue;USD 387,78;172 unidades;8;R$ 470,08
PED-275;Sensor Prototipo;Eletrônicos;Bahia Peças;Entregue;USD 426,17;414 unidades;17;R$ 511,04
PED-276;Motor de Passo;Mecânica;Bahia Peças;Atrasado;USD 166,16;78 unidades;15;R$ 382,76
PED-277;Motor de Passo;Mecânica;Nordeste Distribuidora;Entregue;USD 184,03;135 unidades;15;R$ 621,52
PED-278;Chapa de Aço;Metalurgia;Nordeste Distribuidora;Atrasado;USD 173,12;237 unidades;22;R$ 602,33
PED-279;Resina Epoxi;Química;Norte Logística;Entregue;USD 160,53;487 unidades;17;R$ 577,41
PED-280;Caixa Papelão;Embalagens;Delta Matérias-Primas;Atrasado;USD 183,18;92 unidades;14;R$ 542,19
PED-281;Resina Epoxi;Química;Global Shipping;Entregue;USD 161,65;213 unidades;18;R$ 604,83
PED-282;Sensor Prototipo;Eletrônicos;Nordeste Distribuidora;Entregue;USD 483,19;157 unidades;14;R$ 615,95
PED-283;Válvula Hidráulica;Mecânica;Amazonas Tech;Em trânsito;USD 244,77;459 unidades;26;R$ 934,28
PED-284;Polímero Industrial;Química;LogTech Brasil;Entregue;USD 138,33;197 unidades;5;R$ 389,28
PED-285;Resina Epoxi;Química;LogTech Brasil;Em trânsito;USD 150,75;216 unidades;4;R$ 409,82
PED-286;Válvula Hidráulica;Mecânica;Sul Metais;Entregue;USD 124,99;255 unidades;14;R$ 652,96
PED-287;Resina Epoxi;Química;Bahia Peças;Em trânsito;USD 142,35;433 unidades;16;R$ 566,13
PED-288;Resina Epoxi;Química;Indústrias Alfa;Em trânsito;USD 162,62;471 unidades;13;R$ 456,93
PED-289;Resina Epoxi;Química;Indústrias Alfa;Em trânsito;USD 175,67;288 unidades;19;R$ 535,4
PED-290;Chapa de Aço;Metalurgia;Global Shipping;Em trânsito;USD 164,79;491 unidades;21;R$ 698,64
PED-291;Resina Epoxi;Química;Sudeste Express;Atrasado;USD 136,13;286 unidades;16;R$ 446,16
PED-292;Cabo de Cobre;Metalurgia;Sudeste Express;Em trânsito;USD 140,34;497 unidades;16;R$ 528,26
PED-293;Caixa Papelão;Embalagens;Global Shipping;Entregue;USD 195,81;113 unidades;22;R$ 706,95
PED-294;Sensor Prototipo;Eletrônicos;Indústrias Alfa;Atrasado;USD 402,19;12 unidades;14;R$ 604,33
PED-295;Circuito Impresso;Eletrônicos;Sul Metais;Atrasado;USD 381,94;21 unidades;14;R$ 509,66
PED-296;Chapa de Aço;Metalurgia;Global Shipping;Atrasado;USD 177,04;205 unidades;16;R$ 712,59
PED-297;Sensor Prototipo;Eletrônicos;Global Shipping;Entregue;USD 476,04;413 unidades;13;R$ 632,19
PED-298;Chapa de Aço;Metalurgia;Norte Logística;Entregue;USD 175,12;80 unidades;16;R$ 518,34
PED-299;Circuito Impresso;Eletrônicos;Indústrias Alfa;Entregue;USD 409,22;127 unidades;12;R$ 447,44
PED-300;Chapa de Aço;Metalurgia;LogTech Brasil;Entregue;USD 155,7;421 unidades;6;R$ 394,07
PED-301;Motor de Passo;Mecânica;Global Shipping;Entregue;USD 156,34;136 unidades;20;R$ 674,21
PED-302;Cabo de Cobre;Metalurgia;Bahia Peças;Atrasado;USD 164,38;99 unidades;10;R$ 561,19
PED-303;Motor de Passo;Mecânica;Indústrias Alfa;Atrasado;USD 179,31;221 unidades;4;R$ 536,01
PED-304;Resina Epoxi;Química;Norte Logística;Em trânsito;USD 165,57;366 unidades;16;R$ 555,8
PED-305;Chapa de Aço;Metalurgia;Amazonas Tech;Entregue;USD 221,97;216 unidades;51;R$ 966,02
PED-306;Motor de Passo;Mecânica;Sul Metais;Em trânsito;USD 131,82;478 unidades;7;R$ 511,9
PED-307;Caixa Papelão;Embalagens;Norte Logística;Atrasado;USD 154,42;397 unidades;16;R$ 516,2
PED-308;Cabo de Cobre;Metalurgia;Bahia Peças;Atrasado;USD 108,14;272 unidades;18;R$ 430,27
PED-309;Motor de Passo;Mecânica;LogTech Brasil;Entregue;USD 197,92;212 unidades;6;R$ 398,07
PED-310;Cabo de Cobre;Metalurgia;LogTech Brasil;Entregue;USD 152,37;467 unidades;5;R$ 425,48
PED-311;Motor de Passo;Mecânica;Sul Metais;Atrasado;USD 98,66;99 unidades;8;R$ 480,81
PED-312;Chapa de Aço;Metalurgia;LogTech Brasil;Atrasado;USD 123,06;329 unidades;7;R$ 287,03
PED-313;Caixa Papelão;Embalagens;LogTech Brasil;Entregue;USD 147,69;485 unidades;6;R$ 343,39
PED-314;Válvula Hidráulica;Mecânica;Bahia Peças;Atrasado;USD 138,81;23 unidades;15;R$ 584,69
PED-315;Chapa de Aço;Metalurgia;Indústrias Alfa;Entregue;USD 126,83;105 unidades;15;R$ 498,64
PED-316;Motor de Passo;Mecânica;Sudeste Express;Entregue;USD 154,3;43 unidades;7;R$ 535,33
PED-317;Sensor Prototipo;Eletrônicos;Indústrias Alfa;Entregue;USD 428,53;479 unidades;13;R$ 482,11
PED-318;Chapa de Aço;Metalurgia;Global Shipping;Entregue;USD 160,9;209 unidades;35;R$ 743,24
PED-319;Motor de Passo;Mecânica;Delta Matérias-Primas;Atrasado;USD 159,41;73 unidades;19;R$ 545,4
PED-320;Circuito Impresso;Eletrônicos;Sul Metais;Entregue;USD 354,5;47 unidades;17;R$ 429,73
PED-321;Polímero Industrial;Química;Bahia Peças;Atrasado;USD 187,55;248 unidades;12;R$ 497,19
PED-322;Resina Epoxi;Química;Delta Matérias-Primas;Em trânsito;USD 149,96;308 unidades;21;R$ 514,09
PED-323;Chapa de Aço;Metalurgia;Amazonas Tech;Entregue;USD 190,68;226 unidades;41;R$ 1001,83
PED-324;Circuito Impresso;Eletrônicos;Amazonas Tech;Atrasado;USD 531,96;86 unidades;44;R$ 886,42
PED-325;Válvula Hidráulica;Mecânica;Sudeste Express;Entregue;USD 171,65;76 unidades;11;R$ 515,09
PED-326;Cabo de Cobre;Metalurgia;Sul Metais;Entregue;USD 145,32;404 unidades;11;R$ 556,05
PED-327;Circuito Impresso;Eletrônicos;Delta Matérias-Primas;Em trânsito;USD 451,29;241 unidades;23;R$ 601,88
PED-328;Sensor Prototipo;Eletrônicos;Sudeste Express;Atrasado;USD 413,8;493 unidades;14;R$ 504,23
PED-329;Resina Epoxi;Química;Sul Metais;Atrasado;USD 147,92;339 unidades;9;R$ 439,15
PED-330;Circuito Impresso;Eletrônicos;Amazonas Tech;Entregue;USD 592,99;182 unidades;43;R$ 812,03
PED-331;Resina Epoxi;Química;Nordeste Distribuidora;Entregue;USD 168,71;180 unidades;21;R$ 522,5
PED-332;Resina Epoxi;Química;Amazonas Tech;Entregue;USD 207,93;424 unidades;41;R$ 926,53
PED-333;Resina Epoxi;Química;Delta Matérias-Primas;Entregue;USD 193,62;412 unidades;20;R$ 631,37
PED-334;Válvula Hidráulica;Mecânica;Delta Matérias-Primas;Atrasado;USD 158,9;148 unidades;13;R$ 556,54
PED-335;Sensor Prototipo;Eletrônicos;Norte Logística;Em trânsito;USD 440,99;105 unidades;16;R$ 580,32
PED-336;Sensor Prototipo;Eletrônicos;Bahia Peças;Entregue;USD 389,72;304 unidades;16;R$ 482,74
PED-337;Polímero Industrial;Química;Global Shipping;Em trânsito;USD 142,64;195 unidades;32;R$ 641,88
PED-338;Circuito Impresso;Eletrônicos;LogTech Brasil;Atrasado;USD 421,85;136 unidades;3;R$ 285,51
PED-339;Motor de Passo;Mecânica;Global Shipping;Em trânsito;USD 124,7;108 unidades;20;R$ 648,6
PED-340;Motor de Passo;Mecânica;Delta Matérias-Primas;Em trânsito;USD 197,16;289 unidades;22;R$ 469,83
PED-341;Sensor Prototipo;Eletrônicos;Amazonas Tech;Atrasado;USD 575,67;388 unidades;34;R$ 879,95
PED-342;Resina Epoxi;Química;Indústrias Alfa;Atrasado;USD 140,12;206 unidades;9;R$ 523,88
PED-343;Circuito Impresso;Eletrônicos;Delta Matérias-Primas;Em trânsito;USD 429,32;449 unidades;9;R$ 600,18
PED-344;Resina Epoxi;Química;Bahia Peças;Atrasado;USD 154,23;346 unidades;16;R$ 425,0
PED-345;Motor de Passo;Mecânica;Delta Matérias-Primas;Atrasado;USD 181,35;56 unidades;11;R$ 625,13
PED-346;Chapa de Aço;Metalurgia;Indústrias Alfa;Entregue;USD 152,68;64 unidades;15;R$ 436,12
PED-347;Chapa de Aço;Metalurgia;Global Shipping;Atrasado;USD 164,13;473 unidades;22;R$ 642,5
PED-348;Circuito Impresso;Eletrônicos;Global Shipping;Em trânsito;USD 438,07;316 unidades;15;R$ 729,54
PED-349;Chapa de Aço;Metalurgia;Sul Metais;Entregue;USD 121,52;314 unidades;15;R$ 495,86
PED-350;Válvula Hidráulica;Mecânica;Bahia Peças;Entregue;USD 179,64;115 unidades;16;R$ 601,41
PED-351;Válvula Hidráulica;Mecânica;Sul Metais;Entregue;USD 164,33;219 unidades;11;R$ 500,09
PED-352;Motor de Passo;Mecânica;Delta Matérias-Primas;Entregue;USD 162,85;222 unidades;17;R$ 493,23
PED-353;Cabo de Cobre;Metalurgia;Sudeste Express;Em trânsito;USD 144,48;407 unidades;15;R$ 655,7
PED-354;Resina Epoxi;Química;Bahia Peças;Em trânsito;USD 177,35;465 unidades;13;R$ 550,01
PED-355;Chapa de Aço;Metalurgia;Sul Metais;Entregue;USD 154,02;474 unidades;10;R$ 527,93
PED-356;Caixa Papelão;Embalagens;Sudeste Express;Em trânsito;USD 149,63;376 unidades;14;R$ 480,13
PED-357;Polímero Industrial;Química;Delta Matérias-Primas;Em trânsito;USD 145,53;375 unidades;22;R$ 587,93
PED-358;Resina Epoxi;Química;Amazonas Tech;Entregue;USD 236,66;482 unidades;52;R$ 904,96
PED-359;Motor de Passo;Mecânica;Bahia Peças;Entregue;USD 132,85;181 unidades;6;R$ 512,91
PED-360;Resina Epoxi;Química;Indústrias Alfa;Atrasado;USD 178,5;344 unidades;19;R$ 577,27
PED-361;Válvula Hidráulica;Mecânica;Nordeste Distribuidora;Em trânsito;USD 185,1;343 unidades;22;R$ 633,51
PED-362;Circuito Impresso;Eletrônicos;Sul Metais;Em trânsito;USD 362,61;452 unidades;12;R$ 495,15
PED-363;Válvula Hidráulica;Mecânica;Norte Logística;Em trânsito;USD 149,7;296 unidades;11;R$ 512,94
PED-364;Cabo de Cobre;Metalurgia;Indústrias Alfa;Atrasado;USD 133,8;430 unidades;20;R$ 465,52
PED-365;Polímero Industrial;Química;Global Shipping;Em trânsito;USD 179,6;231 unidades;21;R$ 662,49
PED-366;Resina Epoxi;Química;Norte Logística;Atrasado;USD 162,28;102 unidades;13;R$ 592,72
PED-367;Válvula Hidráulica;Mecânica;Delta Matérias-Primas;Em trânsito;USD 157,01;258 unidades;17;R$ 562,49
PED-368;Sensor Prototipo;Eletrônicos;LogTech Brasil;Entregue;USD 391,33;96 unidades;5;R$ 397,26
PED-369;Caixa Papelão;Embalagens;Amazonas Tech;Entregue;USD 183,47;472 unidades;36;R$ 834,53
PED-370;Polímero Industrial;Química;Delta Matérias-Primas;Entregue;USD 154,9;174 unidades;17;R$ 589,35
PED-371;Caixa Papelão;Embalagens;Indústrias Alfa;Entregue;USD 153,94;372 unidades;14;R$ 492,45
PED-372;Circuito Impresso;Eletrônicos;Delta Matérias-Primas;Em trânsito;USD 443,57;101 unidades;26;R$ 573,16
PED-373;Motor de Passo;Mecânica;LogTech Brasil;Atrasado;USD 149,53;421 unidades;5;R$ 313,29
PED-374;Cabo de Cobre;Metalurgia;Bahia Peças;Entregue;USD 154,32;110 unidades;18;R$ 476,51
PED-375;Cabo de Cobre;Metalurgia;Delta Matérias-Primas;Entregue;USD 168,04;425 unidades;16;R$ 582,76
PED-376;Cabo de Cobre;Metalurgia;Global Shipping;Entregue;USD 141,24;161 unidades;20;R$ 630,65
PED-377;Chapa de Aço;Metalurgia;Global Shipping;Atrasado;USD 148,1;131 unidades;30;R$ 721,1
PED-378;Cabo de Cobre;Metalurgia;Indústrias Alfa;Entregue;USD 125,25;120 unidades;18;R$ 507,64
PED-379;Caixa Papelão;Embalagens;LogTech Brasil;Atrasado;USD 136,06;155 unidades;5;R$ 333,93
PED-380;Motor de Passo;Mecânica;Amazonas Tech;Atrasado;USD 207,16;477 unidades;26;R$ 850,42
PED-381;Resina Epoxi;Química;LogTech Brasil;Entregue;USD 158,19;355 unidades;4;R$ 386,58
PED-382;Chapa de Aço;Metalurgia;LogTech Brasil;Entregue;USD 148,09;414 unidades;4;R$ 312,85
PED-383;Válvula Hidráulica;Mecânica;Delta Matérias-Primas;Entregue;USD 191,92;27 unidades;16;R$ 616,37
PED-384;Válvula Hidráulica;Mecânica;Sul Metais;Em trânsito;USD 145,27;157 unidades;11;R$ 468,32
PED-385;Motor de Passo;Mecânica;Norte Logística;Entregue;USD 163,62;365 unidades;16;R$ 518,49
PED-386;Caixa Papelão;Embalagens;Global Shipping;Em trânsito;USD 179,52;488 unidades;27;R$ 690,46
PED-387;Polímero Industrial;Química;Norte Logística;Atrasado;USD 135,3;333 unidades;13;R$ 516,51
PED-388;Cabo de Cobre;Metalurgia;Indústrias Alfa;Atrasado;USD 119,52;375 unidades;17;R$ 600,41
PED-389;Resina Epoxi;Química;Sudeste Express;Entregue;USD 124,77;109 unidades;15;R$ 634,87
PED-390;Caixa Papelão;Embalagens;LogTech Brasil;Em trânsito;USD 139,2;416 unidades;7;R$ 370,3
PED-391;Polímero Industrial;Química;Nordeste Distribuidora;Entregue;USD 129,87;379 unidades;15;R$ 566,64
PED-392;Sensor Prototipo;Eletrônicos;Nordeste Distribuidora;Entregue;USD 509,88;84 unidades;24;R$ 587,05
PED-393;Circuito Impresso;Eletrônicos;Delta Matérias-Primas;Atrasado;USD 382,46;200 unidades;20;R$ 568,34
PED-394;Cabo de Cobre;Metalurgia;Nordeste Distribuidora;Em trânsito;USD 196,62;375 unidades;15;R$ 576,83
PED-395;Polímero Industrial;Química;Global Shipping;Atrasado;USD 187,12;130 unidades;22;R$ 664,06
PED-396;Polímero Industrial;Química;Nordeste Distribuidora;Em trânsito;USD 159,57;121 unidades;18;R$ 696,98
PED-397;Resina Epoxi;Química;Sul Metais;Atrasado;USD 128,14;54 unidades;16;R$ 517,46
PED-398;Caixa Papelão;Embalagens;LogTech Brasil;Atrasado;USD 163,89;10 unidades;6;R$ 401,73
PED-399;Cabo de Cobre;Metalurgia;Amazonas Tech;Em trânsito;USD 217,53;237 unidades;51;R$ 873,05
PED-400;Circuito Impresso;Eletrônicos;Sudeste Express;Em trânsito;USD 391,31;459 unidades;5;R$ 488,01
PED-401;Circuito Impresso;Eletrônicos;LogTech Brasil;Entregue;USD 406,77;33 unidades;5;R$ 362,18
PED-402;Circuito Impresso;Eletrônicos;Delta Matérias-Primas;Em trânsito;USD 456,41;100 unidades;17;R$ 518,2
PED-403;Caixa Papelão;Embalagens;Delta Matérias-Primas;Em trânsito;USD 138,78;62 unidades;7;R$ 550,9
PED-404;Caixa Papelão;Embalagens;LogTech Brasil;Entregue;USD 122,42;496 unidades;5;R$ 291,58
PED-405;Motor de Passo;Mecânica;Delta Matérias-Primas;Atrasado;USD 138,21;131 unidades;15;R$ 570,94
PED-406;Polímero Industrial;Química;Amazonas Tech;Em trânsito;USD 167,1;454 unidades;43;R$ 898,43
PED-407;Resina Epoxi;Química;Nordeste Distribuidora;Atrasado;USD 202,09;35 unidades;21;R$ 629,31
PED-408;Resina Epoxi;Química;Global Shipping;Entregue;USD 178,36;377 unidades;16;R$ 645,72
PED-409;Chapa de Aço;Metalurgia;Norte Logística;Atrasado;USD 170,82;360 unidades;16;R$ 515,17
PED-410;Válvula Hidráulica;Mecânica;Indústrias Alfa;Em trânsito;USD 186,94;32 unidades;18;R$ 488,31
PED-411;Polímero Industrial;Química;Indústrias Alfa;Entregue;USD 143,92;304 unidades;15;R$ 502,98
PED-412;Sensor Prototipo;Eletrônicos;Norte Logística;Entregue;USD 411,85;303 unidades;10;R$ 524,28
PED-413;Circuito Impresso;Eletrônicos;Sul Metais;Entregue;USD 351,75;428 unidades;16;R$ 534,21
PED-414;Sensor Prototipo;Eletrônicos;Delta Matérias-Primas;Entregue;USD 472,62;152 unidades;15;R$ 599,96
PED-415;Polímero Industrial;Química;LogTech Brasil;Entregue;USD 147,29;351 unidades;6;R$ 363,8
PED-416;Sensor Prototipo;Eletrônicos;Delta Matérias-Primas;Entregue;USD 432,43;225 unidades;13;R$ 533,89
PED-417;Válvula Hidráulica;Mecânica;Global Shipping;Atrasado;USD 147,43;456 unidades;14;R$ 671,26
PED-418;Motor de Passo;Mecânica;Norte Logística;Em trânsito;USD 177,57;450 unidades;15;R$ 511,66
PED-419;Válvula Hidráulica;Mecânica;Indústrias Alfa;Atrasado;USD 136,63;394 unidades;11;R$ 562,08
PED-420;Sensor Prototipo;Eletrônicos;Sul Metais;Entregue;USD 373,84;321 unidades;11;R$ 467,13
PED-421;Válvula Hidráulica;Mecânica;Norte Logística;Entregue;USD 136,36;417 unidades;13;R$ 559,73
PED-422;Válvula Hidráulica;Mecânica;Global Shipping;Atrasado;USD 159,48;40 unidades;16;R$ 686,97
PED-423;Circuito Impresso;Eletrônicos;Sul Metais;Entregue;USD 340,84;293 unidades;14;R$ 422,7
PED-424;Circuito Impresso;Eletrônicos;LogTech Brasil;Entregue;USD 398,92;265 unidades;5;R$ 382,63
PED-425;Caixa Papelão;Embalagens;Norte Logística;Em trânsito;USD 162,2;41 unidades;15;R$ 492,98
PED-426;Resina Epoxi;Química;Delta Matérias-Primas;Em trânsito;USD 227,73;126 unidades;19;R$ 496,97
PED-427;Sensor Prototipo;Eletrônicos;Sul Metais;Entregue;USD 366,51;151 unidades;9;R$ 557,5
PED-428;Motor de Passo;Mecânica;Norte Logística;Em trânsito;USD 125,17;253 unidades;16;R$ 473,35
PED-429;Polímero Industrial;Química;Global Shipping;Entregue;USD 140,67;489 unidades;17;R$ 731,41
PED-430;Resina Epoxi;Química;Sudeste Express;Atrasado;USD 143,34;42 unidades;25;R$ 524,46
PED-431;Resina Epoxi;Química;Delta Matérias-Primas;Em trânsito;USD 175,55;410 unidades;18;R$ 647,92
PED-432;Resina Epoxi;Química;Bahia Peças;Atrasado;USD 165,95;48 unidades;13;R$ 480,78
PED-433;Resina Epoxi;Química;Nordeste Distribuidora;Atrasado;USD 213,47;394 unidades;27;R$ 577,9
PED-434;Válvula Hidráulica;Mecânica;Bahia Peças;Em trânsito;USD 102,76;124 unidades;9;R$ 624,1
PED-435;Circuito Impresso;Eletrônicos;Sudeste Express;Em trânsito;USD 374,96;57 unidades;13;R$ 600,51
PED-436;Circuito Impresso;Eletrônicos;Nordeste Distribuidora;Atrasado;USD 458,83;101 unidades;11;R$ 594,21
PED-437;Caixa Papelão;Embalagens;Delta Matérias-Primas;Em trânsito;USD 129,64;299 unidades;16;R$ 542,8
PED-438;Resina Epoxi;Química;Norte Logística;Atrasado;USD 175,98;490 unidades;9;R$ 595,42
PED-439;Resina Epoxi;Química;Nordeste Distribuidora;Entregue;USD 180,68;430 unidades;19;R$ 676,82
PED-440;Caixa Papelão;Embalagens;Bahia Peças;Em trânsito;USD 137,74;182 unidades;14;R$ 598,04
PED-441;Válvula Hidráulica;Mecânica;Nordeste Distribuidora;Entregue;USD 181,57;112 unidades;18;R$ 633,61
PED-442;Caixa Papelão;Embalagens;Delta Matérias-Primas;Entregue;USD 138,17;213 unidades;15;R$ 544,85
PED-443;Sensor Prototipo;Eletrônicos;Delta Matérias-Primas;Atrasado;USD 439,43;78 unidades;19;R$ 640,93
PED-444;Válvula Hidráulica;Mecânica;Sul Metais;Atrasado;USD 143,82;238 unidades;8;R$ 508,67
PED-445;Circuito Impresso;Eletrônicos;Sul Metais;Atrasado;USD 370,57;403 unidades;10;R$ 448,32
PED-446;Caixa Papelão;Embalagens;Bahia Peças;Em trânsito;USD 112,25;93 unidades;14;R$ 499,49
PED-447;Caixa Papelão;Embalagens;Indústrias Alfa;Em trânsito;USD 186,34;461 unidades;11;R$ 574,96
PED-448;Válvula Hidráulica;Mecânica;Nordeste Distribuidora;Em trânsito;USD 150,74;76 unidades;19;R$ 515,42
PED-449;Sensor Prototipo;Eletrônicos;Indústrias Alfa;Em trânsito;USD 375,49;403 unidades;17;R$ 487,35
PED-450;Polímero Industrial;Química;LogTech Brasil;Entregue;USD 129,87;13 unidades;5;R$ 432,62
PED-451;Válvula Hidráulica;Mecânica;Amazonas Tech;Entregue;USD 218,61;242 unidades;40;R$ 873,47
PED-452;Polímero Industrial;Química;Global Shipping;Em trânsito;USD 158,82;182 unidades;25;R$ 769,16
PED-453;Sensor Prototipo;Eletrônicos;Global Shipping;Entregue;USD 447,99;237 unidades;25;R$ 611,7
PED-454;Polímero Industrial;Química;Delta Matérias-Primas;Atrasado;USD 116,32;244 unidades;14;R$ 522,93
PED-455;Cabo de Cobre;Metalurgia;Bahia Peças;Entregue;USD 148,84;447 unidades;12;R$ 516,17
PED-456;Chapa de Aço;Metalurgia;Sudeste Express;Atrasado;USD 172,02;241 unidades;16;R$ 582,39
PED-457;Caixa Papelão;Embalagens;Nordeste Distribuidora;Atrasado;USD 196,88;143 unidades;23;R$ 536,91
PED-458;Motor de Passo;Mecânica;Global Shipping;Entregue;USD 180,58;390 unidades;25;R$ 658,53
